user_id,age_group,location,device_type,subscription_type,days_since_registration,total_purchases,avg_order_value,last_purchase_days,sessions_last_30_days,time_on_site_minutes,pages_per_session,cart_abandonment_rate,purchase_frequency,dar_promocion
USER-000506,26-35,Buenos Aires,Tablet,Premium,215,46,394.66,66.0,1,75.9,12.0,0.458,6.42,0
USER-000507,55+,La Plata,Desktop,Free,29,5,72.14,19.0,27,94.3,5.8,,5.0,1
USER-000508,46-55,Buenos Aires,Mobile,Free,225,37,,168.0,14,45.0,4.3,0.626,4.93,1
USER-000509,26-35,Mendoza,Desktop,Free,245,5,484.0,152.0,29,98.8,16.9,0.602,0.61,1
USER-000510,36-45,Buenos Aires,Mobile,Basic,154,13,293.1,88.0,1,77.4,15.4,0.093,2.53,0
USER-000511,26-35,Cordoba,Mobile,Premium,280,34,124.49,,22,,6.0,0.424,3.64,1
USER-000512,18-25,Otros,Mobile,Basic,143,33,344.61,10.0,3,110.2,13.1,0.765,6.92,0
USER-000513,36-45,Rosario,Mobile,Free,144,6,135.12,149.0,12,55.9,,0.193,,0
USER-000514,36-45,,Mobile,Basic,21,11,163.5,2.0,21,2.0,2.3,0.329,11.0,1
USER-000515,,Cordoba,Mobile,Free,97,12,26.68,,2,7.8,12.3,0.715,3.71,1
USER-000516,,,Desktop,Free,254,38,73.65,168.0,24,108.1,11.8,0.774,4.49,0
USER-000517,36-45,Buenos Aires,,Premium,309,40,232.19,70.0,24,51.8,18.2,0.616,3.88,1
USER-000518,26-35,Mendoza,Mobile,Free,200,24,173.0,15.0,8,114.7,6.0,0.352,3.6,1
USER-000519,55+,Buenos Aires,Mobile,Basic,114,6,80.5,,6,74.1,3.0,0.353,1.58,0
USER-000520,18-25,Buenos Aires,Mobile,Free,233,28,,127.0,4,78.7,,0.03,3.61,0
USER-000521,26-35,Mendoza,Tablet,Basic,166,32,356.73,125.0,15,52.9,17.0,0.625,5.78,0
USER-000522,26-35,Buenos Aires,Tablet,Premium,330,30,69.39,137.0,29,119.0,7.3,0.242,2.73,0
USER-000523,36-45,Otros,Mobile,Basic,337,21,49.42,117.0,24,92.2,13.3,0.141,1.87,0
USER-000524,55+,Rosario,Mobile,Free,345,6,319.0,91.0,15,11.1,13.0,0.588,0.52,0
USER-000525,18-25,Buenos Aires,Tablet,Free,294,24,40.87,138.0,20,,11.1,0.667,,1
USER-000526,55+,Buenos Aires,Mobile,Free,135,46,30.98,,6,97.0,13.7,,10.22,1
USER-000527,46-55,Cordoba,Desktop,Free,18,4,28.07,36.0,15,,10.0,0.734,4.0,0
USER-000528,18-25,Rosario,Mobile,Basic,342,19,412.16,,14,73.7,16.9,0.051,1.67,0
USER-000529,18-25,Rosario,,Free,311,12,218.84,173.0,12,39.6,19.5,0.461,1.16,0
USER-000530,26-35,Otros,Mobile,Free,295,11,174.4,30.0,8,17.8,8.9,0.557,1.12,1
USER-000531,18-25,Buenos Aires,Mobile,Free,82,50,425.21,156.0,12,93.5,,0.39,,1
USER-000532,18-25,Otros,Desktop,Basic,362,18,213.95,,22,16.1,3.7,,1.49,0
USER-000533,26-35,Otros,Desktop,Free,135,11,361.43,156.0,30,11.5,16.7,0.241,2.44,0
USER-000534,18-25,Buenos Aires,,Basic,151,6,313.27,138.0,16,,15.6,0.527,1.19,0
USER-000535,18-25,Buenos Aires,Mobile,Premium,224,30,253.78,40.0,21,,2.0,0.291,4.02,0
USER-000536,26-35,Buenos Aires,Desktop,Premium,258,2,61.17,,29,64.9,4.0,0.023,0.23,1
USER-000537,18-25,La Plata,Desktop,Basic,102,20,215.34,,28,39.8,15.8,0.261,5.88,1
USER-000538,18-25,Cordoba,Mobile,Premium,315,4,240.79,124.0,1,107.0,3.8,0.742,0.38,0
USER-000539,18-25,Cordoba,Mobile,Free,133,22,488.02,51.0,10,16.1,14.2,0.048,,0
USER-000540,18-25,Cordoba,Mobile,Premium,296,14,444.34,154.0,5,95.0,13.1,0.489,1.42,1
USER-000541,36-45,Rosario,Mobile,Basic,278,33,249.71,,18,57.3,9.8,0.012,3.56,0
USER-000542,36-45,Buenos Aires,Mobile,Basic,146,37,473.66,146.0,28,1.6,,0.032,7.6,0
USER-000543,36-45,Cordoba,Mobile,Free,125,44,412.43,115.0,15,29.6,11.6,0.01,10.56,0
USER-000544,46-55,Buenos Aires,Mobile,Basic,157,5,17.81,171.0,9,20.3,9.7,0.456,0.96,1
USER-000545,18-25,Cordoba,Desktop,Premium,67,25,100.62,94.0,20,56.3,13.0,0.688,11.19,1
USER-000546,26-35,Rosario,Mobile,Free,329,48,142.2,,17,,,0.548,4.38,0
USER-000547,46-55,Mendoza,Mobile,Premium,48,43,,,3,46.6,9.8,0.033,26.88,0
USER-000548,18-25,Rosario,Mobile,Premium,178,13,77.82,,7,65.2,13.3,0.59,,1
USER-000549,46-55,Mendoza,Desktop,Premium,68,20,182.83,68.0,16,81.9,6.3,0.051,8.82,1
USER-000550,26-35,Cordoba,Desktop,Basic,189,34,342.37,,28,35.8,12.8,,5.4,0
USER-000551,46-55,Otros,Mobile,Premium,11,29,52.78,100.0,28,22.3,19.2,0.062,29.0,1
USER-000552,26-35,Rosario,Mobile,Premium,281,33,,5.0,9,50.6,14.0,,3.52,1
USER-000553,26-35,Cordoba,Desktop,Free,123,4,20.8,59.0,26,113.7,13.2,0.329,0.98,1
USER-000554,36-45,Mendoza,Mobile,Basic,190,33,422.53,113.0,14,,3.5,0.631,5.21,1
USER-000555,36-45,Buenos Aires,Mobile,Free,278,3,82.69,72.0,14,114.8,12.8,0.129,0.32,0
USER-000556,26-35,Otros,Desktop,Basic,91,42,399.28,41.0,7,14.9,19.9,0.46,13.85,0
USER-000557,26-35,Buenos Aires,Mobile,Free,140,20,489.23,,11,54.4,19.5,,4.29,0
USER-000558,,Cordoba,Mobile,Free,303,29,464.63,39.0,0,,11.4,0.406,2.87,0
USER-000559,36-45,Cordoba,Mobile,Premium,34,36,336.77,144.0,23,108.9,9.4,0.551,31.76,1
USER-000560,46-55,Buenos Aires,Mobile,Free,120,25,312.59,56.0,14,43.5,7.2,0.487,6.25,1
USER-000561,36-45,Buenos Aires,Tablet,Free,266,1,50.96,114.0,21,80.9,2.7,0.409,0.11,1
USER-000562,26-35,Rosario,Mobile,Free,266,42,186.92,37.0,22,102.6,8.0,0.298,,0
USER-000563,26-35,Buenos Aires,Mobile,Basic,220,13,366.65,113.0,23,119.1,16.3,0.231,1.77,1
USER-000564,,Cordoba,Desktop,Basic,148,9,,121.0,27,63.5,7.4,0.747,1.82,0
USER-000565,36-45,Buenos Aires,Mobile,Premium,63,26,95.7,118.0,22,68.6,18.4,0.159,12.38,1
USER-000566,26-35,Cordoba,Desktop,Free,170,37,158.92,,23,56.2,1.5,0.002,6.53,1
USER-000567,26-35,Rosario,Desktop,Free,231,42,447.42,106.0,5,59.5,14.1,0.196,5.45,0
USER-000568,36-45,Cordoba,Tablet,Basic,304,23,294.72,144.0,13,104.3,,0.381,2.27,0
USER-000569,46-55,Cordoba,Desktop,Free,10,16,89.8,14.0,4,39.0,17.7,0.108,16.0,1
USER-000570,18-25,Cordoba,Desktop,Enterprise,282,3,152.03,135.0,20,112.4,,0.613,0.32,0
USER-000571,36-45,Rosario,Mobile,Free,272,20,415.14,175.0,25,36.8,14.0,0.551,2.21,1
USER-000572,26-35,Cordoba,Mobile,Free,316,18,192.78,,13,,18.3,0.082,1.71,1
USER-000573,26-35,La Plata,Desktop,Basic,286,44,417.39,134.0,27,,11.5,0.605,,1
USER-000574,26-35,Otros,Mobile,Free,307,1,244.96,79.0,22,44.1,16.5,0.712,,0
USER-000575,26-35,Otros,Mobile,Free,60,47,409.14,56.0,4,,,0.181,23.5,0
USER-000576,18-25,Otros,Mobile,Premium,301,7,48.09,,24,52.3,4.7,,0.7,0
USER-000577,26-35,,Mobile,Free,28,4,157.81,2.0,24,12.5,3.4,0.481,4.0,0
USER-000578,46-55,Buenos Aires,Mobile,Free,65,47,471.5,148.0,11,42.9,17.2,0.625,21.69,0
USER-000579,18-25,Rosario,Mobile,Basic,52,0,269.13,999.0,22,23.8,6.4,0.721,,1
USER-000580,18-25,Mendoza,Tablet,Premium,90,45,242.61,178.0,18,23.0,13.8,,15.0,1
USER-000581,55+,Cordoba,Mobile,Basic,184,48,492.46,,14,14.1,3.6,0.61,7.83,0
USER-000582,26-35,Mendoza,Mobile,Basic,5,24,148.97,153.0,23,38.1,19.5,0.355,24.0,1
USER-000583,26-35,Otros,Mobile,Premium,82,30,470.15,94.0,5,2.5,,0.538,10.98,0
USER-000584,26-35,Rosario,Mobile,Free,163,25,350.57,26.0,23,,19.6,0.052,4.6,0
USER-000585,26-35,Rosario,Tablet,Free,264,27,365.35,71.0,24,85.9,12.1,0.218,3.07,1
USER-000586,46-55,Cordoba,Desktop,Enterprise,36,31,260.59,,24,55.1,3.3,0.391,25.83,0
USER-000587,36-45,Buenos Aires,Mobile,Free,247,4,254.09,6.0,5,46.5,13.9,0.122,0.49,1
USER-000588,36-45,Mendoza,Desktop,Basic,47,31,398.44,51.0,9,,10.3,0.209,19.79,1
USER-000589,46-55,Cordoba,Mobile,Premium,190,27,441.26,30.0,12,54.6,17.2,0.354,4.26,0
USER-000590,18-25,Rosario,Desktop,Free,347,45,90.43,110.0,4,38.2,,0.611,3.89,1
USER-000591,36-45,Rosario,Desktop,Basic,74,30,285.51,40.0,16,7.6,6.0,0.473,12.16,1
USER-000592,36-45,Cordoba,Tablet,Free,172,1,299.33,32.0,26,44.6,16.4,,0.17,1
USER-000593,26-35,Buenos Aires,Mobile,Free,45,22,37.66,,7,28.9,6.9,0.068,14.67,1
USER-000594,18-25,Buenos Aires,Mobile,Free,13,20,28.32,168.0,27,51.3,10.8,0.337,20.0,0
USER-000595,36-45,Rosario,Tablet,Free,355,24,167.99,25.0,25,59.1,14.1,0.165,2.03,0
USER-000596,26-35,Mendoza,Mobile,Basic,111,23,485.02,51.0,15,76.6,19.5,0.06,6.22,0
USER-000597,18-25,Buenos Aires,Mobile,Basic,91,14,316.04,23.0,22,101.5,2.8,0.269,4.62,0
USER-000598,36-45,Cordoba,Mobile,Free,331,4,329.25,77.0,16,96.7,,0.432,0.36,0
USER-000599,26-35,Buenos Aires,Mobile,Basic,263,35,98.49,4.0,20,84.7,17.4,0.461,3.99,0
USER-000600,,La Plata,Tablet,Free,256,40,271.03,157.0,27,92.5,9.2,0.453,4.69,1
USER-000601,18-25,Buenos Aires,Mobile,Free,45,47,345.8,76.0,27,52.8,7.1,0.664,,1
USER-000602,36-45,La Plata,Mobile,Free,333,10,135.66,153.0,7,49.3,3.2,0.154,0.9,0
USER-000603,36-45,Buenos Aires,Mobile,Enterprise,240,27,326.99,,6,20.0,3.6,0.207,3.38,0
USER-000604,36-45,Buenos Aires,Desktop,Enterprise,223,31,393.29,14.0,27,107.7,7.0,0.238,,0
USER-000605,46-55,Cordoba,,Basic,333,5,204.48,,7,14.3,15.0,0.746,0.45,0
USER-000606,36-45,Rosario,Desktop,Basic,98,31,443.44,60.0,19,15.6,16.3,0.263,9.49,0
USER-000607,36-45,La Plata,Desktop,Premium,66,13,80.7,44.0,6,116.4,9.4,0.203,5.91,0
USER-000608,18-25,Cordoba,Desktop,Free,64,34,217.65,174.0,7,115.6,17.7,0.75,15.94,1
USER-000609,26-35,Cordoba,Mobile,Basic,180,38,27.06,169.0,25,113.0,14.1,0.631,6.33,1
USER-000610,26-35,Cordoba,Desktop,Premium,243,43,69.81,60.0,27,53.6,1.1,0.769,5.31,1
USER-000611,,Otros,Desktop,Free,235,10,458.79,,10,105.7,15.6,0.325,1.28,1
USER-000612,26-35,Buenos Aires,,Basic,348,47,,85.0,22,51.3,18.5,0.08,4.05,0
USER-000613,36-45,Cordoba,Mobile,Basic,283,35,371.51,116.0,22,4.3,2.0,0.513,3.71,0
USER-000614,26-35,Rosario,Mobile,Free,43,19,163.72,21.0,3,,10.8,,13.26,1
USER-000615,36-45,La Plata,Desktop,Premium,33,20,231.23,34.0,8,21.6,12.3,0.262,18.18,0
USER-000616,18-25,Cordoba,Mobile,Premium,221,36,120.0,5.0,29,67.5,12.6,0.183,4.89,0
USER-000617,55+,Buenos Aires,Desktop,Free,320,25,312.82,153.0,8,18.8,19.2,0.136,2.34,0
USER-000618,18-25,Mendoza,Mobile,Premium,75,29,415.36,126.0,3,27.7,4.9,,11.6,0
USER-000619,26-35,Cordoba,Mobile,Premium,229,38,115.63,72.0,23,81.6,8.9,,4.98,0
USER-000620,18-25,Otros,Mobile,Basic,291,15,191.12,175.0,20,55.5,1.2,0.107,1.55,1
USER-000621,55+,Cordoba,Mobile,Free,200,27,370.69,,2,12.3,2.1,0.266,4.05,0
USER-000622,26-35,Cordoba,Desktop,Basic,245,38,357.69,11.0,0,31.2,12.8,0.242,,1
USER-000623,36-45,Buenos Aires,Desktop,Free,163,11,137.54,128.0,15,111.7,17.7,0.106,2.02,1
USER-000624,36-45,Cordoba,Mobile,Free,203,8,254.61,71.0,23,43.9,9.2,0.722,1.18,0
USER-000625,36-45,Mendoza,Mobile,Free,231,10,164.62,,24,114.1,11.6,,1.3,0
USER-000626,36-45,Buenos Aires,Mobile,Free,40,2,240.42,41.0,22,56.6,3.2,0.716,1.5,1
USER-000627,18-25,Cordoba,Desktop,,112,31,65.12,37.0,3,42.6,4.9,0.227,8.3,1
USER-000628,36-45,La Plata,Mobile,Basic,279,13,295.94,1.0,16,92.3,4.4,0.736,1.4,1
USER-000629,,Rosario,Desktop,Free,239,43,490.85,31.0,12,45.5,18.7,0.085,,1
USER-000630,18-25,Buenos Aires,Desktop,Basic,200,29,317.89,,19,79.3,7.3,0.035,4.35,0
USER-000631,55+,Buenos Aires,Desktop,Premium,47,36,73.37,12.0,25,77.6,7.1,0.044,22.98,0
USER-000632,26-35,Rosario,Mobile,Free,329,15,482.87,102.0,2,3.4,5.0,0.311,1.37,1
USER-000633,26-35,Mendoza,,Free,159,31,402.54,79.0,28,82.5,3.5,,5.85,0
USER-000634,26-35,Cordoba,Desktop,Basic,177,36,304.17,23.0,24,51.3,8.0,0.149,6.1,0
USER-000635,26-35,Buenos Aires,Mobile,Basic,43,14,327.33,39.0,29,59.9,13.0,0.42,9.77,0
USER-000636,26-35,Buenos Aires,Desktop,Free,217,8,345.31,,26,30.6,,0.455,1.11,1
USER-000637,18-25,Buenos Aires,Mobile,Basic,83,6,237.68,145.0,26,31.2,5.8,0.065,2.17,0
USER-000638,18-25,Mendoza,Mobile,Premium,108,25,32.18,106.0,28,84.8,7.0,0.579,,1
USER-000639,26-35,La Plata,Mobile,Premium,22,11,113.42,,23,,,0.539,11.0,0
USER-000640,26-35,Buenos Aires,Mobile,Free,143,30,235.48,,27,79.3,,0.581,,0
USER-000641,,Otros,Mobile,Basic,210,44,340.8,77.0,2,15.9,1.3,0.09,6.29,0
USER-000642,36-45,Buenos Aires,Mobile,Basic,357,9,328.37,111.0,26,75.5,16.0,0.153,0.76,1
USER-000643,36-45,Buenos Aires,Mobile,Free,211,9,372.0,113.0,30,58.7,1.4,0.36,1.28,0
USER-000644,18-25,Rosario,Desktop,Free,241,0,60.31,999.0,27,85.9,19.6,0.679,0.0,1
USER-000645,36-45,Rosario,Mobile,Basic,69,31,261.54,156.0,29,81.8,16.5,0.39,13.48,1
USER-000646,18-25,Buenos Aires,Mobile,Basic,0,17,447.51,106.0,28,57.3,10.4,0.751,17.0,0
USER-000647,26-35,Cordoba,Mobile,Premium,188,30,178.49,,16,27.1,18.3,0.271,4.79,0
USER-000648,46-55,Mendoza,Mobile,Premium,57,46,358.58,106.0,26,113.0,13.4,,24.21,1
USER-000649,36-45,La Plata,Desktop,Free,124,47,52.23,123.0,4,21.6,4.0,0.394,11.37,0
USER-000650,46-55,Cordoba,Mobile,Basic,153,1,185.81,66.0,11,81.6,4.3,0.688,0.2,1
USER-000651,18-25,Buenos Aires,Mobile,Basic,108,7,,124.0,8,,,0.615,1.94,1
USER-000652,26-35,Buenos Aires,Desktop,Basic,80,42,61.03,12.0,29,113.6,16.2,0.77,15.75,0
USER-000653,55+,Mendoza,Desktop,Premium,309,6,413.57,10.0,16,13.5,,0.697,0.58,0
USER-000654,18-25,Buenos Aires,Mobile,Basic,180,46,436.54,39.0,20,44.3,16.6,0.098,7.67,1
USER-000655,26-35,Cordoba,Desktop,Free,262,30,177.25,,5,11.1,8.1,0.604,3.44,1
USER-000656,36-45,Buenos Aires,Desktop,Basic,181,50,121.81,,13,110.2,18.1,0.761,8.29,0
USER-000657,36-45,Cordoba,Mobile,Free,101,0,361.64,999.0,16,113.3,2.6,0.252,0.0,0
USER-000658,26-35,Cordoba,Mobile,Premium,281,9,452.23,14.0,20,117.6,16.2,0.701,0.96,1
USER-000659,26-35,La Plata,Desktop,Premium,214,46,373.92,88.0,0,99.4,18.1,0.488,6.45,1
USER-000660,36-45,Cordoba,Mobile,Basic,290,50,312.91,113.0,22,42.1,16.4,0.519,5.17,0
USER-000661,46-55,Buenos Aires,Mobile,Free,264,46,372.63,32.0,16,119.0,,0.074,5.23,0
USER-000662,26-35,Buenos Aires,Desktop,Free,83,50,274.57,,7,100.0,6.8,0.338,18.07,1
USER-000663,18-25,Buenos Aires,Mobile,Basic,107,22,70.67,166.0,30,15.8,6.7,,6.17,0
USER-000664,26-35,Buenos Aires,Desktop,Basic,133,45,448.23,160.0,21,64.5,12.3,0.28,,1
USER-000665,36-45,La Plata,Mobile,Free,220,24,264.64,63.0,3,40.0,12.1,0.658,3.27,0
USER-000666,26-35,Buenos Aires,Mobile,Basic,181,5,40.47,33.0,15,26.6,2.5,0.541,0.83,0
USER-000667,36-45,Cordoba,Mobile,Free,159,31,321.87,112.0,22,111.8,10.3,0.779,,0
USER-000668,18-25,Buenos Aires,Desktop,Free,282,45,261.46,135.0,3,83.6,9.7,0.026,4.79,1
USER-000669,46-55,Cordoba,Tablet,Basic,285,26,64.06,,18,35.5,10.9,0.094,2.74,1
USER-000670,55+,Buenos Aires,Mobile,Premium,209,9,394.06,107.0,1,112.5,6.8,0.227,1.29,1
USER-000671,46-55,Cordoba,Mobile,Free,272,2,214.61,146.0,9,68.3,18.1,0.625,0.22,0
USER-000672,46-55,La Plata,Mobile,Free,122,40,235.86,115.0,21,54.4,17.5,0.26,9.84,1
USER-000673,36-45,Cordoba,Mobile,Free,46,34,32.45,171.0,28,53.7,6.3,0.071,22.17,0
USER-000674,36-45,Rosario,Desktop,Premium,281,35,326.13,164.0,17,,19.1,0.433,3.74,1
USER-000675,55+,Cordoba,Desktop,Basic,338,1,68.94,136.0,5,115.5,6.2,,0.09,0
USER-000676,46-55,Rosario,Mobile,Basic,4,20,206.88,,15,103.6,1.4,0.35,20.0,0
USER-000677,18-25,Cordoba,Mobile,Free,153,6,,73.0,4,22.7,15.6,0.123,1.18,1
USER-000678,36-45,Buenos Aires,Tablet,Free,157,45,38.67,99.0,3,39.1,8.8,0.259,,0
USER-000679,46-55,La Plata,Mobile,Free,173,38,297.15,126.0,16,90.5,,0.092,6.59,1
USER-000680,26-35,Rosario,Mobile,Free,334,40,124.53,4.0,8,66.9,,0.081,3.59,0
USER-000681,36-45,Buenos Aires,Mobile,Basic,81,40,255.21,36.0,11,65.3,4.2,,14.81,0
USER-000682,55+,Rosario,Mobile,Premium,149,39,151.73,42.0,0,8.2,18.5,0.219,,1
USER-000683,46-55,Cordoba,,Basic,237,37,421.94,72.0,1,20.2,11.1,0.056,4.68,0
USER-000684,26-35,Buenos Aires,Mobile,Basic,320,17,440.36,53.0,19,61.1,16.2,0.707,1.59,0
USER-000685,36-45,Otros,Desktop,Free,190,42,491.68,,6,55.7,,0.013,6.63,0
USER-000686,18-25,Otros,,Free,11,0,339.63,999.0,13,,14.2,0.391,0.0,1
USER-000687,26-35,Mendoza,Desktop,Free,164,1,447.36,171.0,14,81.0,7.7,0.65,0.18,0
USER-000688,26-35,Buenos Aires,Desktop,Basic,58,0,,999.0,11,112.4,9.4,,0.0,1
USER-000689,36-45,Rosario,Desktop,Free,355,39,316.37,,7,117.6,19.4,0.029,3.3,1
USER-000690,46-55,Mendoza,Mobile,Free,113,40,204.08,71.0,18,,4.2,0.155,10.62,0
USER-000691,36-45,Rosario,Mobile,Basic,76,47,41.87,66.0,29,68.8,,0.418,18.55,1
USER-000692,18-25,Rosario,Tablet,Basic,225,34,311.08,174.0,17,106.1,1.0,0.342,4.53,1
USER-000693,46-55,Buenos Aires,,Basic,21,26,144.28,174.0,16,56.5,7.9,0.607,26.0,0
USER-000694,18-25,Otros,Mobile,Free,251,25,105.36,20.0,28,69.0,1.5,,2.99,1
USER-000695,26-35,Buenos Aires,Mobile,Free,12,19,40.79,160.0,3,4.3,9.2,0.019,19.0,1
USER-000696,46-55,La Plata,Mobile,Basic,45,21,417.93,85.0,16,95.5,18.9,0.621,14.0,1
USER-000697,26-35,,Mobile,Free,48,3,459.19,96.0,10,106.9,14.2,0.626,1.88,1
USER-000698,46-55,Cordoba,Mobile,Basic,334,4,59.9,14.0,17,7.2,17.1,0.321,0.36,1
USER-000699,36-45,Buenos Aires,Mobile,Basic,49,0,232.17,999.0,14,95.6,17.7,0.495,0.0,0
USER-000700,36-45,Rosario,Mobile,Basic,192,37,104.32,26.0,0,71.8,2.3,0.632,5.78,0
USER-000701,46-55,Buenos Aires,Mobile,Free,266,30,365.07,113.0,5,29.9,16.1,0.048,3.38,1
USER-000702,36-45,Cordoba,Desktop,Free,206,37,,37.0,4,56.9,12.5,0.233,5.39,0
USER-000703,26-35,Rosario,Mobile,Free,361,35,430.76,108.0,11,24.3,4.8,0.727,2.91,0
USER-000704,26-35,Rosario,,Enterprise,330,38,349.28,148.0,18,115.6,12.7,0.335,3.45,0
USER-000705,18-25,La Plata,Tablet,Basic,282,0,323.0,999.0,22,28.4,,0.191,0.0,1
USER-000706,46-55,Cordoba,Mobile,Premium,196,0,187.78,999.0,2,43.6,,0.114,0.0,1
USER-000707,18-25,Rosario,Desktop,Free,140,1,107.57,72.0,5,27.1,6.0,0.139,,1
USER-000708,18-25,Buenos Aires,Mobile,Free,82,6,20.29,,4,46.1,16.0,0.089,2.2,1
USER-000709,26-35,Buenos Aires,,Basic,258,33,488.78,159.0,28,52.6,14.5,,3.84,1
USER-000710,36-45,Buenos Aires,Mobile,Free,299,38,220.47,162.0,7,110.6,15.5,0.47,3.81,1
USER-000711,26-35,Buenos Aires,Mobile,Basic,91,17,437.7,130.0,30,,,0.582,5.6,0
USER-000712,36-45,Rosario,Mobile,Free,125,41,378.06,95.0,15,62.7,4.4,0.57,9.84,0
USER-000713,36-45,Mendoza,Mobile,Free,96,25,322.67,149.0,20,5.4,5.2,0.162,7.81,1
USER-000714,26-35,Buenos Aires,Desktop,Basic,245,23,134.72,21.0,4,90.4,6.6,0.415,2.82,0
USER-000715,36-45,Cordoba,,Basic,248,29,221.93,94.0,25,60.2,,0.02,3.51,1
USER-000716,18-25,Rosario,Mobile,Free,139,32,261.27,164.0,2,94.5,18.6,0.079,6.91,1
USER-000717,26-35,Cordoba,Mobile,Basic,329,16,158.33,174.0,27,,14.4,0.798,1.46,0
USER-000718,46-55,Buenos Aires,Mobile,Premium,87,50,498.45,103.0,26,70.0,13.5,0.378,17.24,0
USER-000719,55+,Otros,Desktop,Free,103,46,377.08,,7,62.4,15.9,0.606,13.4,1
USER-000720,26-35,Buenos Aires,Desktop,Basic,129,44,214.67,,14,102.5,1.6,0.111,10.23,0
USER-000721,26-35,Mendoza,Mobile,Basic,300,22,176.51,,13,82.6,8.7,0.623,2.2,0
USER-000722,26-35,Rosario,Mobile,Free,90,8,,84.0,18,,12.5,0.486,2.67,0
USER-000723,55+,Buenos Aires,Mobile,Basic,165,12,242.64,84.0,18,115.5,,0.244,2.18,1
USER-000724,18-25,Rosario,Mobile,Basic,278,31,23.15,,2,109.5,8.3,0.165,3.35,1
USER-000725,36-45,Buenos Aires,Mobile,Basic,216,10,170.12,,12,19.7,3.1,0.429,1.39,1
USER-000726,36-45,Cordoba,Tablet,Free,121,13,,170.0,15,,11.9,0.248,3.22,1
USER-000727,26-35,Rosario,Mobile,Free,262,9,228.41,102.0,19,97.1,,0.728,1.03,1
USER-000728,26-35,Rosario,Desktop,Free,114,29,179.92,,12,,16.4,0.14,7.63,0
USER-000729,18-25,Rosario,Mobile,Free,238,42,99.89,145.0,3,47.8,19.0,0.192,5.29,1
USER-000730,26-35,Rosario,Mobile,Premium,285,44,366.0,55.0,29,59.7,19.9,0.442,4.63,0
USER-000731,18-25,Buenos Aires,Desktop,Free,177,28,90.77,53.0,16,6.3,1.5,0.511,4.75,1
USER-000732,36-45,Cordoba,Desktop,Premium,20,25,,64.0,3,85.4,3.6,0.536,25.0,0
USER-000733,26-35,Buenos Aires,Mobile,Free,128,28,78.73,71.0,26,20.2,,0.486,6.56,0
USER-000734,26-35,Cordoba,Mobile,Free,275,48,15.49,69.0,4,53.4,4.4,0.572,5.24,1
USER-000735,26-35,Cordoba,Mobile,Basic,20,33,324.1,168.0,28,13.2,,0.355,33.0,0
USER-000736,18-25,Mendoza,Desktop,Premium,59,23,455.29,51.0,2,2.9,1.5,0.012,11.69,0
USER-000737,36-45,Buenos Aires,Tablet,Free,267,42,92.26,42.0,1,50.5,3.0,0.262,4.72,1
USER-000738,36-45,Rosario,Tablet,Free,78,27,69.19,54.0,3,,4.3,,,1
USER-000739,18-25,Buenos Aires,Mobile,Basic,204,17,328.47,,1,9.0,5.2,,2.5,1
USER-000740,26-35,Otros,Desktop,Premium,59,36,94.01,24.0,19,39.6,,0.311,18.31,1
USER-000741,18-25,Buenos Aires,Desktop,Basic,10,42,246.24,85.0,0,73.4,12.1,0.306,,0
USER-000742,36-45,Cordoba,Desktop,Free,38,1,312.01,31.0,9,29.1,9.1,0.195,,0
USER-000743,18-25,Cordoba,Mobile,Free,325,13,,60.0,29,87.3,19.8,0.355,1.2,0
USER-000744,18-25,,Desktop,Free,197,50,489.01,165.0,26,35.3,1.5,,7.61,1
USER-000745,26-35,Buenos Aires,Mobile,,196,15,402.71,178.0,23,27.5,17.6,0.417,2.3,0
USER-000746,26-35,Buenos Aires,Desktop,Free,272,12,,36.0,30,25.3,2.7,0.474,1.32,1
USER-000747,18-25,,Desktop,Free,261,46,106.79,108.0,5,73.1,6.8,0.461,5.29,1
USER-000748,18-25,La Plata,Mobile,Enterprise,40,23,,42.0,15,,10.6,,17.25,1
USER-000749,46-55,Mendoza,Mobile,Free,286,5,381.84,76.0,19,64.9,11.5,0.141,,0
USER-000750,26-35,Cordoba,Mobile,Basic,171,4,173.28,120.0,6,19.4,4.6,,0.7,0
USER-000751,36-45,Cordoba,Mobile,Basic,109,25,485.54,95.0,12,59.3,13.2,0.471,6.88,1
USER-000752,46-55,Otros,Mobile,Premium,156,10,105.17,111.0,30,31.4,18.3,0.578,1.92,0
USER-000753,36-45,,Mobile,Free,105,24,463.99,,7,57.8,18.5,0.289,6.86,0
USER-000754,36-45,Rosario,Desktop,Free,4,29,472.69,37.0,8,,12.0,0.53,29.0,1
USER-000755,18-25,Mendoza,Desktop,Premium,283,25,355.97,20.0,16,,17.6,0.133,2.65,1
USER-000756,26-35,Buenos Aires,Tablet,Basic,147,24,297.18,105.0,24,105.3,14.8,0.071,4.9,0
USER-000757,36-45,Mendoza,Desktop,Free,40,13,,101.0,22,37.7,19.8,0.653,9.75,1
USER-000758,18-25,Mendoza,Mobile,Basic,365,18,369.19,43.0,5,45.6,14.4,0.158,1.48,1
USER-000759,26-35,Buenos Aires,Mobile,Free,272,12,38.9,46.0,25,91.3,5.9,0.722,1.32,1
USER-000760,26-35,Otros,Mobile,Basic,156,5,153.63,96.0,3,33.9,7.5,0.469,0.96,0
