user_id,age_group,location,device_type,suscription_type,days_since_registration,total_purchases,avg_order_value,last_purchase_days,session_last_30_days,time_on_site_minutes,pages_per_session,cart_abandonment_rate,purchase_frequency,dar_promocion
user_005310,56+,La Plata,Móvil,Free,28,2,209.46,141.0,3,22.1,9.7,,2.0,1
user_005311,36-45,Buenos Aires,Móvil,Basic,319,12,80.17,133.0,29,47.7,19.3,0.521,1.13,0
user_005312,26-35,Buenos Aires,Móvil,Premium,350,24,180.23,100.0,19,24.1,17.3,0.699,2.06,1
user_005313,36-45,La Plata,Móvil,Free,91,21,138.79,90.0,25,16.3,1.5,,,0
user_005314,46-55,,Desktop,Free,150,26,473.44,96.0,4,110.4,17.8,0.151,5.2,0
user_005315,18-25,Buenos Aires,Tablet,Basic,243,49,129.62,143.0,2,25.8,10.0,0.593,6.05,1
user_005316,36-45,Otros,Móvil,Premium,167,23,328.39,17.0,5,71.0,1.4,0.359,,1
user_005317,46-55,,Móvil,Premium,76,23,77.59,12.0,10,102.1,2.1,0.828,9.08,0
user_005318,36-45,Otros,Desktop,Basic,321,48,209.64,95.0,17,62.1,12.0,,,1
user_005319,26-35,Rosario,Tablet,Basic,37,21,497.29,160.0,16,,4.0,,17.03,1
user_005320,18-25,Buenos Aires,Móvil,Premium,115,25,485.73,11.0,5,98.3,12.6,0.94,6.52,1
user_005321,36-45,La Plata,Móvil,Basic,272,25,456.86,111.0,27,79.2,13.6,0.094,2.76,0
user_005322,26-35,Buenos Aires,Desktop,Premium,0,23,495.67,172.0,24,66.7,4.6,0.384,23.0,1
user_005323,36-45,Buenos Aires,Móvil,Free,321,24,200.42,163.0,27,93.0,6.4,0.197,,1
user_005324,36-45,Buenos Aires,Móvil,Basic,127,27,471.88,119.0,17,89.9,6.1,0.341,6.38,0
user_005325,26-35,Otros,Móvil,Premium,163,22,205.48,165.0,2,107.4,18.5,,4.05,1
user_005326,26-35,Buenos Aires,Móvil,Basic,169,27,214.58,19.0,15,112.0,4.0,0.95,4.79,0
user_005327,46-55,La Plata,Móvil,Basic,170,14,18.35,74.0,29,65.4,1.5,0.456,2.47,0
user_005328,36-45,Rosario,Tablet,Premium,111,12,16.14,150.0,28,74.1,12.9,0.868,3.24,0
user_005329,26-35,Córdoba,Desktop,Free,209,30,153.16,95.0,20,47.6,11.6,0.911,4.31,0
user_005330,36-45,Buenos Aires,Móvil,Basic,86,19,422.86,176.0,17,3.7,8.4,0.523,6.63,0
user_005331,46-55,Córdoba,Desktop,Free,311,22,474.19,116.0,6,66.8,2.2,0.633,2.12,0
user_005332,36-45,Rosario,Móvil,Free,134,5,178.45,108.0,2,,1.4,,1.12,0
user_005333,26-35,Buenos Aires,Móvil,Enterprise,44,13,301.47,23.0,12,85.6,15.8,,8.86,0
user_005334,26-35,Otros,Desktop,Basic,57,33,237.28,177.0,12,,18.2,0.295,17.37,0
user_005335,18-25,Mendoza,Móvil,Premium,110,22,485.61,68.0,1,70.1,3.0,0.634,6.0,1
user_005336,36-45,Mendoza,Desktop,Free,38,31,164.87,55.0,26,96.3,16.6,0.058,24.47,1
user_005337,18-25,Buenos Aires,Móvil,Free,340,50,434.45,110.0,19,50.4,19.3,,4.41,0
user_005338,46-55,Córdoba,Tablet,Basic,282,15,115.2,45.0,12,110.8,19.5,,1.6,1
user_005339,26-35,Córdoba,Móvil,Basic,76,32,473.4,32.0,28,6.5,9.2,,,0
user_005340,,Córdoba,Móvil,Free,51,27,296.59,163.0,9,87.2,9.9,0.967,15.88,0
user_005341,18-25,La Plata,Móvil,Enterprise,328,49,297.64,65.0,21,,2.5,0.783,4.48,0
user_005342,26-35,Córdoba,Móvil,Free,224,27,323.55,173.0,12,42.3,4.2,0.332,3.62,1
user_005343,18-25,Buenos Aires,Móvil,Basic,263,32,443.2,136.0,27,96.3,12.8,,,1
user_005344,46-55,,Móvil,Free,301,50,179.77,173.0,19,108.4,13.3,0.306,4.98,1
user_005345,26-35,Buenos Aires,Móvil,Basic,306,0,113.33,999.0,9,113.5,1.0,0.379,0.0,0
user_005346,26-35,Otros,Móvil,Basic,84,17,418.95,109.0,13,63.5,10.0,0.791,6.07,1
user_005347,,La Plata,Móvil,Premium,27,39,200.02,31.0,2,,10.2,0.147,39.0,1
user_005348,26-35,Rosario,Móvil,Enterprise,345,25,405.21,154.0,19,65.2,15.2,,2.17,1
user_005349,26-35,Córdoba,Móvil,Basic,316,14,216.74,104.0,22,20.5,15.5,0.153,1.33,0
user_005350,36-45,La Plata,Desktop,Free,346,15,430.31,178.0,11,3.9,11.8,0.381,,1
user_005351,36-45,,Móvil,Premium,245,33,278.07,177.0,8,48.2,15.4,0.984,4.04,1
user_005352,18-25,Rosario,Móvil,Enterprise,80,29,287.54,77.0,29,25.7,6.9,0.798,10.88,1
user_005353,56+,La Plata,Móvil,Premium,22,5,417.25,153.0,12,23.1,5.2,0.988,5.0,0
user_005354,36-45,Buenos Aires,Móvil,Free,245,43,476.13,150.0,15,97.4,2.6,0.764,5.27,1
user_005355,46-55,Córdoba,Desktop,Basic,297,0,487.06,999.0,14,18.9,13.7,0.679,,1
user_005356,26-35,Buenos Aires,Móvil,Free,10,33,272.23,173.0,1,72.7,6.1,0.627,33.0,1
user_005357,26-35,La Plata,Desktop,Basic,321,5,304.36,62.0,0,33.3,15.8,0.033,0.47,1
user_005358,26-35,Buenos Aires,Móvil,Basic,78,7,48.32,140.0,14,105.4,7.7,0.411,,0
user_005359,18-25,Buenos Aires,Móvil,Premium,270,46,21.59,63.0,30,101.7,6.9,,5.11,0
user_005360,36-45,La Plata,Móvil,Basic,19,45,101.51,46.0,8,70.7,14.1,0.271,,0
user_005361,18-25,Mendoza,Móvil,Premium,231,5,427.51,146.0,20,22.0,3.4,0.053,0.65,1
user_005362,26-35,Córdoba,Desktop,Premium,63,24,42.27,48.0,23,112.6,4.2,,11.43,1
user_005363,36-45,Buenos Aires,Móvil,Premium,193,50,66.04,123.0,5,34.2,8.2,0.061,7.77,0
user_005364,18-25,Buenos Aires,Móvil,Free,189,26,65.79,115.0,30,62.1,11.0,0.918,4.13,0
user_005365,26-35,Otros,Desktop,Basic,263,12,83.28,67.0,4,108.8,17.9,0.691,1.37,1
user_005366,26-35,,Móvil,Basic,182,23,294.42,80.0,15,4.1,14.8,0.789,3.79,0
user_005367,46-55,Mendoza,Móvil,Free,120,16,357.12,147.0,30,89.7,11.2,,4.0,1
user_005368,46-55,La Plata,Móvil,Basic,329,5,328.22,58.0,15,7.1,14.3,,0.46,0
user_005369,26-35,,Desktop,Free,169,31,36.21,37.0,23,35.8,1.7,0.166,,0
user_005370,18-25,Córdoba,Móvil,Free,283,11,19.16,148.0,2,37.2,5.3,0.122,1.17,1
user_005371,26-35,La Plata,Desktop,Premium,70,50,171.47,63.0,2,81.6,14.4,0.516,21.43,1
user_005372,26-35,Córdoba,Móvil,Free,280,29,79.91,138.0,16,57.2,4.4,0.45,3.11,0
user_005373,18-25,Otros,Tablet,Free,129,9,428.17,129.0,15,80.8,10.6,0.022,2.09,0
user_005374,18-25,Mendoza,Móvil,Basic,65,29,312.14,72.0,5,86.4,17.6,0.737,,1
user_005375,46-55,Córdoba,Móvil,Free,55,49,297.62,16.0,6,109.9,7.1,0.308,,0
user_005376,26-35,La Plata,Móvil,Basic,331,16,273.21,164.0,10,97.2,3.3,0.582,1.45,1
user_005377,26-35,Buenos Aires,Móvil,Free,236,2,95.85,142.0,20,61.2,7.9,,,0
user_005378,18-25,Córdoba,Móvil,Premium,333,28,57.04,0.0,28,63.3,9.6,,,1
user_005379,18-25,Rosario,Desktop,Premium,241,47,301.73,73.0,21,99.0,14.3,0.559,,0
user_005380,36-45,La Plata,Móvil,Basic,136,31,486.91,84.0,7,113.6,15.4,0.547,6.84,1
user_005381,46-55,Córdoba,Móvil,Free,135,30,266.78,28.0,0,101.8,13.6,0.118,6.67,1
user_005382,18-25,Otros,Móvil,Premium,147,30,135.17,72.0,13,70.1,19.7,0.09,,1
user_005383,36-45,,Desktop,Premium,79,22,342.16,18.0,12,35.2,3.2,0.615,8.35,0
user_005384,,Buenos Aires,Móvil,Free,113,44,194.6,147.0,27,22.5,15.2,0.38,11.68,1
user_005385,18-25,La Plata,Desktop,Free,148,41,143.12,132.0,30,116.4,20.0,0.164,8.31,0
user_005386,18-25,La Plata,Desktop,Premium,202,7,303.75,15.0,12,86.1,19.4,,1.04,0
user_005387,56+,Rosario,Móvil,,116,22,104.39,136.0,20,68.1,4.9,0.726,5.69,0
user_005388,26-35,Rosario,Desktop,Premium,259,23,458.7,29.0,7,23.7,2.3,0.716,,0
user_005389,36-45,Córdoba,Móvil,Free,156,11,145.17,145.0,7,42.7,3.3,0.617,,0
user_005390,36-45,Buenos Aires,Tablet,Premium,83,30,246.14,40.0,24,7.4,5.4,,,1
user_005391,46-55,Córdoba,Móvil,Free,111,29,424.43,96.0,23,75.3,7.0,0.282,7.84,1
user_005392,26-35,Buenos Aires,Móvil,Enterprise,184,33,137.8,52.0,30,32.7,9.2,0.598,5.38,1
user_005393,36-45,Rosario,Tablet,Free,212,26,202.6,152.0,18,87.6,3.8,0.217,3.68,0
user_005394,18-25,Rosario,Móvil,Basic,102,35,24.75,25.0,20,80.6,11.3,,10.29,1
user_005395,18-25,Córdoba,Móvil,Free,32,10,27.54,,25,43.1,9.1,0.647,9.38,0
user_005396,46-55,Buenos Aires,Móvil,Basic,136,7,209.92,12.0,2,65.9,9.2,0.582,,0
user_005397,56+,Mendoza,Tablet,Premium,241,27,341.83,15.0,22,50.2,7.3,0.541,3.36,1
user_005398,36-45,Buenos Aires,Desktop,Free,181,41,252.06,124.0,7,43.1,5.5,0.121,,1
user_005399,26-35,Córdoba,Móvil,Free,95,11,90.85,134.0,10,43.2,17.3,0.911,,1
user_005400,26-35,La Plata,Desktop,Free,248,11,119.3,37.0,27,108.0,16.0,0.498,1.33,1
user_005401,36-45,Otros,Móvil,Premium,72,11,479.34,146.0,2,,16.4,0.323,4.58,0
user_005402,18-25,Buenos Aires,Móvil,Premium,355,33,52.9,117.0,27,75.4,9.0,,2.79,0
user_005403,26-35,Buenos Aires,Tablet,Free,195,16,234.76,115.0,12,114.0,11.0,0.726,2.46,1
user_005404,26-35,Rosario,Desktop,Premium,264,20,257.94,156.0,10,31.8,17.0,0.966,2.27,0
user_005405,26-35,Buenos Aires,Móvil,Free,121,0,143.48,999.0,3,46.4,8.7,0.881,0.0,1
user_005406,26-35,Rosario,Móvil,Premium,245,2,491.07,32.0,20,63.6,13.0,0.089,0.24,1
user_005407,18-25,Buenos Aires,Móvil,Basic,218,8,35.27,169.0,23,60.8,11.2,0.734,1.1,1
user_005408,18-25,Córdoba,Móvil,Basic,216,15,230.79,126.0,1,76.2,15.6,0.236,2.08,1
user_005409,26-35,Mendoza,Móvil,Free,28,16,125.64,61.0,27,39.2,15.1,,16.0,1
user_005410,18-25,Rosario,Desktop,Free,281,48,462.83,99.0,1,,10.3,0.782,5.12,1
user_005411,18-25,Otros,Tablet,Basic,70,24,62.86,57.0,11,67.0,8.0,0.298,10.29,0
user_005412,46-55,Córdoba,Desktop,Free,87,3,162.3,130.0,19,,7.4,0.008,1.03,0
user_005413,26-35,Córdoba,Desktop,Basic,237,20,453.97,179.0,28,,9.9,,2.53,1
user_005414,26-35,La Plata,Móvil,Free,177,1,32.25,20.0,24,84.0,3.5,0.612,0.17,1
user_005415,,Buenos Aires,Móvil,Basic,215,37,361.93,69.0,5,3.8,3.8,,5.16,0
user_005416,46-55,Buenos Aires,Móvil,Free,296,11,21.98,35.0,9,115.8,19.9,,,0
user_005417,36-45,Córdoba,Desktop,Basic,85,18,64.09,61.0,30,54.1,5.0,,6.35,1
user_005418,26-35,Córdoba,Desktop,Free,132,4,255.56,119.0,8,69.8,10.8,0.846,0.91,0
user_005419,26-35,La Plata,Desktop,Premium,181,10,167.26,81.0,27,30.4,7.0,0.635,1.66,1
user_005420,36-45,Buenos Aires,Móvil,Enterprise,49,15,216.29,13.0,9,29.5,10.4,0.89,9.18,1
user_005421,18-25,Córdoba,Móvil,Premium,245,46,25.96,67.0,20,15.1,18.9,,5.63,0
user_005422,26-35,La Plata,Desktop,Basic,287,43,197.03,49.0,7,94.0,7.3,0.486,4.49,0
user_005423,18-25,Buenos Aires,Móvil,Free,16,34,10.49,109.0,6,69.2,10.9,0.332,34.0,0
user_005424,18-25,Buenos Aires,,Basic,188,38,200.6,61.0,15,6.5,17.5,,,1
user_005425,36-45,La Plata,Desktop,Free,155,25,278.71,80.0,1,43.3,16.7,0.237,4.84,0
user_005426,56+,Buenos Aires,Móvil,Free,208,31,341.51,31.0,29,33.8,17.8,0.589,4.47,0
user_005427,26-35,Buenos Aires,Móvil,Free,355,14,156.58,39.0,28,13.2,1.5,0.346,1.18,0
user_005428,36-45,Rosario,Desktop,Premium,73,18,200.59,101.0,11,23.3,6.8,,7.4,1
user_005429,36-45,Córdoba,Móvil,Premium,355,19,305.68,106.0,12,104.1,8.1,,1.61,0
user_005430,56+,La Plata,Móvil,Free,135,21,322.44,49.0,13,,16.3,0.193,4.67,1
user_005431,56+,Otros,Móvil,Basic,58,43,46.46,11.0,17,15.8,14.0,0.999,22.24,0
user_005432,36-45,Córdoba,Tablet,Enterprise,254,35,22.79,8.0,30,54.1,10.5,0.957,4.13,1
user_005433,46-55,Córdoba,Desktop,Basic,58,35,389.72,115.0,29,2.3,18.6,0.862,18.1,1
user_005434,36-45,Córdoba,Tablet,Premium,145,5,222.44,8.0,19,65.6,5.3,,1.03,0
user_005435,18-25,Buenos Aires,Móvil,Premium,26,6,423.92,68.0,1,43.8,4.8,0.596,6.0,1
user_005436,26-35,Rosario,Desktop,Free,222,42,130.16,72.0,7,71.5,16.5,0.857,5.68,1
user_005437,56+,Mendoza,Móvil,Premium,274,21,387.6,170.0,29,44.9,6.3,0.413,,1
user_005438,18-25,Buenos Aires,Móvil,Free,356,7,457.29,155.0,4,46.2,11.2,0.905,0.59,1
user_005439,,Buenos Aires,Móvil,Free,161,44,188.46,90.0,1,42.1,12.9,0.092,8.2,1
user_005440,56+,,Desktop,Free,5,5,157.42,98.0,25,50.9,6.6,0.227,5.0,1
user_005441,26-35,Mendoza,Desktop,Basic,112,44,54.0,4.0,16,5.8,13.0,0.179,,0
user_005442,46-55,Rosario,Móvil,Free,164,37,243.52,134.0,18,43.7,8.7,0.14,6.77,0
user_005443,26-35,Mendoza,Móvil,Basic,289,37,468.08,1.0,11,93.4,9.4,,3.84,0
user_005444,26-35,Buenos Aires,Móvil,Free,156,16,103.83,78.0,17,66.8,2.4,0.061,,0
user_005445,56+,Buenos Aires,Móvil,Premium,350,4,403.76,115.0,14,45.7,1.5,0.962,0.34,0
user_005446,26-35,Rosario,Tablet,Basic,297,30,154.96,28.0,3,,10.6,0.501,3.03,0
user_005447,18-25,Otros,Móvil,Premium,276,16,387.0,161.0,4,10.3,14.5,0.256,1.74,1
user_005448,36-45,Buenos Aires,Desktop,Basic,28,36,426.14,171.0,2,25.1,10.1,0.437,,1
user_005449,26-35,Otros,,Basic,43,32,317.97,145.0,19,77.6,13.0,0.384,22.33,0
user_005450,36-45,Rosario,Móvil,Premium,245,19,52.44,89.0,20,109.9,7.5,0.591,,0
user_005451,46-55,Buenos Aires,Desktop,Basic,243,33,243.53,56.0,27,110.6,4.1,0.274,,1
user_005452,56+,Córdoba,Desktop,Basic,278,18,311.36,160.0,21,28.5,6.8,0.306,1.94,0
user_005453,46-55,La Plata,Móvil,Free,166,16,288.94,86.0,18,15.4,2.9,0.014,2.89,1
user_005454,18-25,Buenos Aires,Móvil,Premium,175,33,55.71,149.0,11,112.6,11.1,0.164,5.66,1
user_005455,46-55,Mendoza,Móvil,Free,148,32,332.02,44.0,7,18.6,18.8,0.101,6.49,1
user_005456,36-45,Buenos Aires,Móvil,Free,239,16,291.93,73.0,11,54.5,5.0,0.47,2.01,1
user_005457,36-45,Buenos Aires,Desktop,Free,86,48,330.28,40.0,8,56.9,17.1,0.188,,0
user_005458,18-25,,Móvil,Free,104,22,224.73,70.0,22,41.9,6.2,0.831,6.35,0
user_005459,46-55,Buenos Aires,Tablet,Premium,174,14,381.26,49.0,0,9.0,7.4,0.984,2.41,0
user_005460,26-35,Córdoba,Móvil,Enterprise,106,23,370.97,18.0,13,47.5,19.5,0.893,6.51,1
user_005461,26-35,Rosario,Móvil,Basic,185,50,283.28,64.0,4,10.1,5.1,0.053,8.11,0
user_005462,26-35,Buenos Aires,Tablet,Premium,307,10,441.17,44.0,26,81.4,12.5,,0.98,0
user_005463,46-55,Buenos Aires,Tablet,Basic,12,45,404.86,20.0,12,,6.5,,45.0,1
user_005464,36-45,Mendoza,Móvil,Free,85,33,169.32,57.0,16,88.5,16.3,,,0
user_005465,26-35,Buenos Aires,Desktop,Premium,56,48,311.77,177.0,3,83.8,12.2,0.861,,0
user_005466,26-35,Córdoba,Móvil,Free,50,36,350.76,57.0,3,,17.8,0.022,,0
user_005467,56+,Córdoba,Desktop,Free,26,16,350.1,174.0,3,51.3,10.2,0.424,16.0,1
user_005468,26-35,Buenos Aires,Móvil,Premium,201,27,251.21,139.0,17,40.3,14.9,0.55,,0
user_005469,26-35,Rosario,Tablet,Free,354,41,262.78,119.0,19,36.6,2.1,,3.47,1
user_005470,56+,Buenos Aires,Desktop,Basic,193,1,205.49,149.0,17,41.5,3.0,,0.16,1
user_005471,18-25,Rosario,Desktop,Basic,319,34,250.06,69.0,16,118.6,11.6,0.32,3.2,1
user_005472,26-35,La Plata,Desktop,Basic,8,29,332.84,178.0,30,46.3,7.0,0.024,29.0,0
user_005473,18-25,Mendoza,Móvil,Premium,267,11,346.32,143.0,6,74.0,15.8,0.383,1.24,0
user_005474,26-35,Buenos Aires,Móvil,Premium,49,40,309.76,90.0,14,3.6,3.0,0.547,24.49,1
user_005475,,Rosario,Móvil,Free,216,40,471.55,44.0,7,62.8,9.5,0.934,5.56,1
user_005476,36-45,Buenos Aires,Móvil,Free,51,18,367.93,100.0,30,99.1,6.2,0.574,10.59,1
user_005477,46-55,Mendoza,Móvil,Premium,8,10,83.8,145.0,25,119.6,7.8,0.442,10.0,0
user_005478,18-25,Buenos Aires,Móvil,Premium,279,12,98.81,113.0,4,53.3,3.6,0.971,1.29,1
user_005479,26-35,Córdoba,Móvil,Basic,144,0,188.27,999.0,18,60.2,19.3,0.241,0.0,0
user_005480,36-45,Córdoba,,Enterprise,200,44,450.1,129.0,24,84.7,4.9,0.718,6.6,1
user_005481,46-55,Rosario,Móvil,Premium,78,3,146.35,148.0,22,50.9,3.8,0.299,1.15,1
user_005482,36-45,Mendoza,Tablet,Premium,137,27,454.77,54.0,14,83.6,10.9,0.939,,1
user_005483,26-35,Otros,Móvil,Free,347,46,270.02,137.0,17,85.5,19.8,0.578,3.98,0
user_005484,56+,Mendoza,Móvil,Basic,77,28,243.28,17.0,10,80.4,18.0,,10.91,1
user_005485,56+,Buenos Aires,Móvil,Premium,277,8,314.11,55.0,25,18.0,1.4,0.215,,0
user_005486,26-35,La Plata,Desktop,Free,159,11,499.51,87.0,26,,14.9,0.147,,0
user_005487,46-55,Córdoba,Móvil,Premium,353,7,472.59,15.0,7,93.4,4.6,,,1
user_005488,26-35,Córdoba,Móvil,Free,312,2,466.89,78.0,11,4.0,17.4,0.549,0.19,0
user_005489,36-45,Rosario,Móvil,Premium,113,25,264.04,141.0,3,71.8,10.4,0.506,,0
user_005490,36-45,Buenos Aires,Desktop,Free,17,9,93.66,43.0,25,64.9,19.4,0.254,9.0,1
user_005491,18-25,Córdoba,Tablet,Free,194,44,498.18,179.0,25,,3.6,,,1
user_005492,36-45,La Plata,Tablet,Enterprise,87,26,223.38,21.0,29,18.9,7.6,0.083,8.97,1
user_005493,36-45,La Plata,Móvil,Basic,144,45,426.46,29.0,26,67.0,2.9,0.409,9.38,1
user_005494,26-35,Mendoza,Móvil,Premium,132,25,309.1,41.0,13,88.3,2.8,,5.68,1
user_005495,18-25,Buenos Aires,Móvil,Free,125,50,162.88,8.0,29,71.4,6.3,0.214,12.0,1
user_005496,26-35,Otros,Móvil,Basic,66,27,430.67,179.0,12,,19.0,0.808,12.27,1
user_005497,36-45,Córdoba,Desktop,Premium,302,48,234.39,35.0,25,59.6,5.0,,4.77,0
user_005498,36-45,,Tablet,Free,81,24,79.64,53.0,14,34.5,6.5,0.354,8.89,0
user_005499,36-45,Buenos Aires,Móvil,Basic,328,18,352.18,160.0,2,,19.1,,1.65,0
user_005500,26-35,Rosario,Móvil,Free,353,27,335.14,79.0,19,16.7,12.3,0.495,2.29,0
user_005501,36-45,Buenos Aires,Móvil,Free,267,7,426.77,56.0,23,32.5,6.7,0.057,0.79,0
user_005502,46-55,Rosario,Móvil,Free,24,8,164.14,113.0,25,97.9,2.8,0.724,8.0,1
user_005503,18-25,Buenos Aires,Desktop,Premium,217,45,289.98,41.0,8,14.9,5.2,0.281,,0
user_005504,36-45,Córdoba,Móvil,Premium,5,13,305.72,20.0,26,60.6,17.0,0.139,13.0,0
user_005505,26-35,Buenos Aires,Tablet,Basic,343,40,293.35,122.0,19,33.5,9.9,0.895,3.5,1
user_005506,26-35,Buenos Aires,Desktop,Basic,130,25,468.4,65.0,30,69.4,2.8,0.303,,0
user_005507,18-25,Otros,Desktop,Premium,104,17,455.67,54.0,5,,3.7,0.111,4.9,1
user_005508,26-35,Córdoba,Desktop,Premium,6,18,363.52,73.0,22,76.5,3.3,0.399,,0
user_005509,18-25,Rosario,Móvil,Premium,359,2,419.95,85.0,26,60.8,15.5,0.957,0.17,0
user_005510,26-35,Buenos Aires,Móvil,Basic,267,20,301.73,21.0,17,108.9,10.1,0.353,2.25,0
user_005511,26-35,Mendoza,Móvil,Basic,48,34,116.15,65.0,2,3.0,1.9,0.358,,0
user_005512,26-35,Rosario,Tablet,Enterprise,63,17,452.41,95.0,3,25.9,9.2,0.275,8.1,0
user_005513,36-45,Rosario,Móvil,Enterprise,301,9,347.33,11.0,21,81.6,7.3,0.321,0.9,0
user_005514,56+,Buenos Aires,Desktop,Basic,268,6,186.34,146.0,11,69.4,17.1,,,0
user_005515,46-55,Otros,Móvil,Basic,73,7,222.35,86.0,10,109.2,5.1,0.81,2.88,0
user_005516,36-45,Buenos Aires,Móvil,Free,305,8,278.49,171.0,7,,7.7,,0.79,0
user_005517,18-25,Buenos Aires,Tablet,Basic,162,39,69.35,148.0,4,99.0,13.4,0.338,7.22,1
user_005518,46-55,Otros,Móvil,Free,206,18,449.78,104.0,17,60.3,4.4,0.116,2.62,0
user_005519,26-35,Buenos Aires,Móvil,Free,113,48,443.67,89.0,1,103.9,7.9,0.627,12.74,0
user_005520,26-35,Córdoba,Móvil,Basic,59,9,67.44,19.0,23,107.8,4.5,,,0
user_005521,36-45,,Móvil,Premium,3,7,480.41,177.0,25,45.9,4.4,0.335,,0
user_005522,26-35,La Plata,Móvil,Free,62,4,421.39,74.0,13,87.6,14.2,0.009,1.94,1
user_005523,26-35,Rosario,Móvil,Basic,82,14,313.35,108.0,29,8.3,10.1,0.516,5.12,0
user_005524,46-55,Buenos Aires,Móvil,Enterprise,262,15,476.56,159.0,8,8.5,9.4,0.111,1.72,1
user_005525,36-45,Córdoba,Móvil,Free,350,9,174.69,83.0,8,61.8,5.5,0.426,0.77,0
user_005526,,Buenos Aires,Tablet,Free,173,33,248.38,0.0,29,41.2,10.1,0.206,5.72,0
user_005527,36-45,Buenos Aires,Desktop,Basic,6,43,339.69,80.0,12,117.4,5.7,,43.0,0
user_005528,18-25,Otros,Móvil,Basic,139,25,376.82,176.0,16,48.2,4.9,0.577,5.4,1
user_005529,26-35,Buenos Aires,Desktop,Free,194,18,106.46,91.0,19,99.2,15.1,,2.78,1
user_005530,36-45,Buenos Aires,Móvil,Free,249,47,388.39,136.0,28,61.8,15.6,0.884,,1
user_005531,36-45,Mendoza,Móvil,Free,177,11,282.08,118.0,9,,9.8,0.019,1.86,0
user_005532,36-45,Buenos Aires,Móvil,Basic,222,10,312.77,150.0,25,19.5,17.4,0.284,1.35,0
user_005533,26-35,Buenos Aires,Móvil,Basic,299,19,115.49,151.0,7,71.3,5.2,,1.91,0
user_005534,26-35,Córdoba,Móvil,Basic,47,34,354.7,58.0,19,14.0,3.6,0.296,21.7,1
user_005535,36-45,Rosario,Móvil,Free,8,16,404.29,107.0,22,,16.3,0.86,16.0,0
user_005536,18-25,Rosario,Tablet,Basic,26,24,186.69,46.0,15,72.1,12.3,0.311,24.0,0
user_005537,18-25,Rosario,Desktop,Basic,101,20,485.81,72.0,16,,18.0,0.461,5.94,1
user_005538,36-45,Mendoza,Desktop,Enterprise,302,7,315.63,150.0,8,14.2,14.7,0.399,0.7,1
user_005539,36-45,Córdoba,Móvil,Free,207,32,498.73,79.0,1,,3.2,0.256,,1
user_005540,18-25,Buenos Aires,Móvil,Basic,9,50,194.73,120.0,20,18.0,10.7,,,0
user_005541,36-45,Buenos Aires,Móvil,Premium,16,28,486.71,163.0,25,61.3,1.6,0.361,28.0,1
user_005542,56+,Otros,Tablet,Premium,52,38,287.05,29.0,5,14.0,16.7,0.991,,1
user_005543,46-55,Rosario,Móvil,Basic,209,23,479.37,58.0,12,41.7,17.2,0.218,3.3,0
user_005544,18-25,Córdoba,Desktop,Free,125,29,384.2,167.0,22,20.4,1.4,0.786,6.96,1
user_005545,18-25,Otros,Móvil,Premium,271,23,262.05,61.0,24,111.3,13.0,0.445,2.55,0
user_005546,36-45,Buenos Aires,Desktop,Enterprise,48,43,479.76,162.0,5,84.6,8.1,0.265,26.88,0
user_005547,26-35,Rosario,Móvil,Premium,178,23,301.72,145.0,21,75.3,16.3,0.967,3.88,1
user_005548,,Buenos Aires,Móvil,Basic,182,50,26.31,93.0,20,,11.5,0.355,8.24,0
user_005549,56+,,Móvil,Premium,202,20,154.27,128.0,23,108.7,18.7,0.84,2.97,0
user_005550,18-25,Rosario,Desktop,Premium,70,36,207.05,61.0,7,78.6,13.8,0.687,15.43,1
user_005551,18-25,Rosario,Desktop,Free,132,3,11.73,19.0,14,11.2,19.5,0.735,0.68,1
user_005552,46-55,Córdoba,Móvil,Free,183,23,328.07,30.0,12,102.6,3.4,0.876,,1
user_005553,26-35,La Plata,Móvil,Premium,12,47,194.45,127.0,9,98.2,2.0,0.643,47.0,1
user_005554,26-35,Buenos Aires,Desktop,Basic,257,45,36.41,98.0,20,61.9,16.7,0.681,5.25,0
user_005555,56+,Buenos Aires,Tablet,Free,195,48,42.71,160.0,17,49.4,11.4,0.182,7.38,1
user_005556,36-45,Córdoba,Desktop,Basic,106,29,143.6,106.0,1,2.2,17.7,0.09,8.21,0
user_005557,46-55,Otros,Móvil,Premium,174,28,23.75,60.0,11,11.6,2.6,0.588,4.83,0
user_005558,36-45,Rosario,Móvil,,22,1,305.87,12.0,13,32.8,13.6,0.258,1.0,0
user_005559,26-35,Otros,Desktop,Basic,11,14,401.91,107.0,3,12.5,17.1,0.329,,0
user_005560,18-25,La Plata,Desktop,Premium,194,28,284.47,173.0,23,23.0,3.2,,,1
user_005561,26-35,Buenos Aires,Móvil,Basic,307,14,301.31,48.0,3,9.9,9.2,0.621,,1
user_005562,36-45,La Plata,Móvil,Free,40,48,490.19,52.0,8,40.0,15.6,0.832,36.0,0
user_005563,36-45,Buenos Aires,Desktop,Basic,84,4,453.04,55.0,15,103.1,15.6,0.383,,1
user_005564,18-25,La Plata,Desktop,Free,126,0,219.72,999.0,29,,17.6,0.712,0.0,0
user_005565,18-25,Buenos Aires,Móvil,Free,217,46,144.99,178.0,23,12.6,6.6,0.28,6.36,1
user_005566,,Buenos Aires,Tablet,Enterprise,133,48,410.49,82.0,7,13.0,4.6,0.146,,1
